key_resp_8.keys,key_resp_8.rt,key_resp_7.keys,key_resp_7.rt,key_resp.keys,key_resp.rt,key_resp_5.keys,key_resp_5.rt,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,test_trials.ran,practice_mels,right_response,participant*,sex (m/f)*,age*,years of musical training*,I started musical training at the age of?*,date,expName,psychopyVersion,OS,frameRate,key_resp_6.keys,key_resp_6.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,mels
1,7.255235,1,9.223775,space,24.194155,space,3.727595,2,1,2.623245,7,4.59313,0,0,0,0,1,practice/practice_1_std.wav,2,27,m,32,0,0,2020-11-03_11h12.03.254,exp_mumufe_builder,2020.2.3,Win32,60,,,,,,,,
,,,,,,,,1,1,0.76642,7,0.4022,0,1,1,1,1,practice/practice_1_dev.wav,1,27,m,32,0,0,2020-11-03_11h12.03.254,exp_mumufe_builder,2020.2.3,Win32,60,,,,,,,,
,,,,,,,,2,1,0.71782,7,0.407825,0,2,2,2,1,practice/practice_2_std.wav,2,27,m,32,0,0,2020-11-03_11h12.03.254,exp_mumufe_builder,2020.2.3,Win32,60,,,,,,,,
,,,,,,,,1,1,0.619015,7,0.36671,0,3,3,3,1,practice/practice_2_dev.wav,1,27,m,32,0,0,2020-11-03_11h12.03.254,exp_mumufe_builder,2020.2.3,Win32,60,,,,,,,,
,,,,,,,,1,1,0.57219,7,0.41685,0,4,4,4,1,practice/practice_3_dev.wav,1,27,m,32,0,0,2020-11-03_11h12.03.254,exp_mumufe_builder,2020.2.3,Win32,60,,,,,,,,
,,,,,,,,2,0,3.96671,6,2.856505,,,,,,,,27,m,32,0,0,2020-11-03_11h12.03.254,exp_mumufe_builder,2020.2.3,Win32,60,space,2.96833,0,0,0,37,1,mels/tonal_4a_dev.wav
,,,,,,,,2,0,1.80161,6,0.19738,,,,,,,,27,m,32,0,0,2020-11-03_11h12.03.254,exp_mumufe_builder,2020.2.3,Win32,60,,,0,1,1,18,1,mels/atonal_5b_std.wav
,,,,,,,,1,1,1.367015,5,0.484895,,,,,,,,27,m,32,0,0,2020-11-03_11h12.03.254,exp_mumufe_builder,2020.2.3,Win32,60,,,0,2,2,20,1,mels/atonal_6a_std.wav
,,,,,,,,2,0,3.198525,2,2.72568,,,,,,,,27,m,32,0,0,2020-11-03_11h12.03.254,exp_mumufe_builder,2020.2.3,Win32,60,,,0,3,3,9,1,mels/atonal_3a_dev.wav
,,,,,,,,2,0,1.04831,7,1.290435,,,,,,,,27,m,32,0,0,2020-11-03_11h12.03.254,exp_mumufe_builder,2020.2.3,Win32,60,,,0,4,4,16,1,mels/atonal_5a_std.wav
,,,,,,,,1,1,0.93352,6,2.971795,,,,,,,,27,m,32,0,0,2020-11-03_11h12.03.254,exp_mumufe_builder,2020.2.3,Win32,60,,,0,5,5,29,1,mels/tonal_2a_dev.wav
,,,,,,,,1,1,2.46755,5,1.89891,,,,,,,,27,m,32,0,0,2020-11-03_11h12.03.254,exp_mumufe_builder,2020.2.3,Win32,60,,,0,6,6,25,1,mels/tonal_1a_dev.wav
,,,,,,,,2,0,0.56798,6,1.11666,,,,,,,,27,m,32,0,0,2020-11-03_11h12.03.254,exp_mumufe_builder,2020.2.3,Win32,60,,,0,7,7,33,1,mels/tonal_3a_dev.wav
