key_resp_8.keys,key_resp_8.rt,key_resp_7.keys,key_resp_7.rt,key_resp.keys,key_resp.rt,key_resp_5.keys,key_resp_5.rt,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,test_trials.ran,practice_mels,right_response,participant*,sex (m/f)*,age*,years of musical training*,I started musical training at the age of?*,date,expName,psychopyVersion,OS,frameRate,key_resp_6.keys,key_resp_6.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,mels
1,4.37415,4,19.62701,space,30.770785,space,3.44013,2,1,3.47763,7,3.516005,0,0,0,0,1,practice/practice_1_std.wav,2,10,m,26,15,5,2020-09-24_22h18.27.243,exp_mumufe_builder,2020.2.3,Win32,60,,,,,,,,
,,,,,,,,1,1,2.61698,7,3.054105,0,1,1,1,1,practice/practice_1_dev.wav,1,10,m,26,15,5,2020-09-24_22h18.27.243,exp_mumufe_builder,2020.2.3,Win32,60,,,,,,,,
,,,,,,,,2,1,2.848675,7,4.056355,0,2,2,2,1,practice/practice_2_std.wav,2,10,m,26,15,5,2020-09-24_22h18.27.243,exp_mumufe_builder,2020.2.3,Win32,60,,,,,,,,
,,,,,,,,1,1,1.850285,7,0.53357,0,3,3,3,1,practice/practice_2_dev.wav,1,10,m,26,15,5,2020-09-24_22h18.27.243,exp_mumufe_builder,2020.2.3,Win32,60,,,,,,,,
,,,,,,,,1,1,1.64378,6,1.623135,0,4,4,4,1,practice/practice_3_dev.wav,1,10,m,26,15,5,2020-09-24_22h18.27.243,exp_mumufe_builder,2020.2.3,Win32,60,,,,,,,,
,,,,,,,,1,1,4.36731,5,5.600605,,,,,,,,10,m,26,15,5,2020-09-24_22h18.27.243,exp_mumufe_builder,2020.2.3,Win32,60,space,3.25464,0,0,0,40,1,mels/tonal_5a_std.wav
,,,,,,,,2,0,4.085585,3,2.959375,,,,,,,,10,m,26,15,5,2020-09-24_22h18.27.243,exp_mumufe_builder,2020.2.3,Win32,60,,,0,1,1,23,1,mels/atonal_6b_dev.wav
,,,,,,,,1,1,3.100935,5,4.775095,,,,,,,,10,m,26,15,5,2020-09-24_22h18.27.243,exp_mumufe_builder,2020.2.3,Win32,60,,,0,2,2,42,1,mels/tonal_5b_std.wav
,,,,,,,,1,1,1.45457,6,2.419205,,,,,,,,10,m,26,15,5,2020-09-24_22h18.27.243,exp_mumufe_builder,2020.2.3,Win32,60,,,0,3,3,13,1,mels/atonal_4a_dev.wav
,,,,,,,,1,1,1.699995,6,2.27581,,,,,,,,10,m,26,15,5,2020-09-24_22h18.27.243,exp_mumufe_builder,2020.2.3,Win32,60,,,0,4,4,41,1,mels/tonal_5a_dev.wav
,,,,,,,,1,1,2.492145,5,2.449765,,,,,,,,10,m,26,15,5,2020-09-24_22h18.27.243,exp_mumufe_builder,2020.2.3,Win32,60,,,0,5,5,35,1,mels/tonal_3b_dev.wav
,,,,,,,,2,0,1.55627,4,3.416195,,,,,,,,10,m,26,15,5,2020-09-24_22h18.27.243,exp_mumufe_builder,2020.2.3,Win32,60,,,0,6,6,46,1,mels/tonal_6b_std.wav
,,,,,,,,2,0,2.13306,3,2.599555,,,,,,,,10,m,26,15,5,2020-09-24_22h18.27.243,exp_mumufe_builder,2020.2.3,Win32,60,,,0,7,7,22,1,mels/atonal_6b_std.wav
,,,,,,,,2,0,1.150065,4,2.509355,,,,,,,,10,m,26,15,5,2020-09-24_22h18.27.243,exp_mumufe_builder,2020.2.3,Win32,60,,,0,8,8,37,1,mels/tonal_4a_dev.wav
,,,,,,,,1,1,0.90321,4,1.99993,,,,,,,,10,m,26,15,5,2020-09-24_22h18.27.243,exp_mumufe_builder,2020.2.3,Win32,60,,,0,9,9,39,1,mels/tonal_4b_dev.wav
,,,,,,,,2,0,2.69025,2,1.19454,,,,,,,,10,m,26,15,5,2020-09-24_22h18.27.243,exp_mumufe_builder,2020.2.3,Win32,60,,,0,10,10,25,1,mels/tonal_1a_dev.wav
,,,,,,,,1,1,1.63908,4,2.658775,,,,,,,,10,m,26,15,5,2020-09-24_22h18.27.243,exp_mumufe_builder,2020.2.3,Win32,60,,,0,11,11,27,1,mels/tonal_1b_dev.wav
,,,,,,,,2,0,1.78441,5,3.682625,,,,,,,,10,m,26,15,5,2020-09-24_22h18.27.243,exp_mumufe_builder,2020.2.3,Win32,60,,,0,12,12,12,1,mels/atonal_4a_std.wav
,,,,,,,,2,0,1.93471,5,1.69001,,,,,,,,10,m,26,15,5,2020-09-24_22h18.27.243,exp_mumufe_builder,2020.2.3,Win32,60,,,0,13,13,18,1,mels/atonal_5b_std.wav
,,,,,,,,2,0,3.268245,6,2.999865,,,,,,,,10,m,26,15,5,2020-09-24_22h18.27.243,exp_mumufe_builder,2020.2.3,Win32,60,,,0,14,14,30,1,mels/tonal_2b_std.wav
,,,,,,,,2,0,2.25103,7,3.9846,,,,,,,,10,m,26,15,5,2020-09-24_22h18.27.243,exp_mumufe_builder,2020.2.3,Win32,60,,,0,15,15,38,1,mels/tonal_4b_std.wav
,,,,,,,,2,0,4.06687,5,1.683335,,,,,,,,10,m,26,15,5,2020-09-24_22h18.27.243,exp_mumufe_builder,2020.2.3,Win32,60,,,0,16,16,44,1,mels/tonal_6a_std.wav
,,,,,,,,1,1,0.662115,5,1.516555,,,,,,,,10,m,26,15,5,2020-09-24_22h18.27.243,exp_mumufe_builder,2020.2.3,Win32,60,,,0,17,17,7,1,mels/atonal_2b_dev.wav
,,,,,,,,1,1,0.74567,6,0.722675,,,,,,,,10,m,26,15,5,2020-09-24_22h18.27.243,exp_mumufe_builder,2020.2.3,Win32,60,,,0,18,18,47,1,mels/tonal_6b_dev.wav
,,,,,,,,1,1,1.265555,6,1.8002,,,,,,,,10,m,26,15,5,2020-09-24_22h18.27.243,exp_mumufe_builder,2020.2.3,Win32,60,,,0,19,19,29,1,mels/tonal_2a_dev.wav
,,,,,,,,2,0,4.79918,3,1.61658,,,,,,,,10,m,26,15,5,2020-09-24_22h18.27.243,exp_mumufe_builder,2020.2.3,Win32,60,,,0,20,20,26,1,mels/tonal_1b_std.wav
,,,,,,,,2,0,3.73326,2,1.633035,,,,,,,,10,m,26,15,5,2020-09-24_22h18.27.243,exp_mumufe_builder,2020.2.3,Win32,60,,,0,21,21,2,1,mels/atonal_1b_std.wav
,,,,,,,,2,0,1.250555,7,2.30016,,,,,,,,10,m,26,15,5,2020-09-24_22h18.27.243,exp_mumufe_builder,2020.2.3,Win32,60,,,0,22,22,36,1,mels/tonal_4a_std.wav
