key_resp_8.keys,key_resp_8.rt,key_resp_7.keys,key_resp_7.rt,key_resp.keys,key_resp.rt,key_resp_5.keys,key_resp_5.rt,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,test_trials.ran,practice_mels,right_response,By klicking “OK” below I confirm that I have carefully read the information in the email and I agree to participate in the study,participant*,sex (m/f)*,age*,years of musical training*,I started musical training at the age of?*,date,expName,psychopyVersion,OS,frameRate,key_resp_6.keys,key_resp_6.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,mels
1,3.97,1,5.515,space,10.396,space,2.7,2,1,2.043,7,2.851,0,0,0,0,1,practice/practice_1_std.wav,2,I confirm,72,m,42,0,0,2021-01-09_17h40.49.575,exp_mumufe_builder,2020.2.2,Win32,60,,,,,,,,
,,,,,,,,1,1,2.635,7,1.554,0,1,1,1,1,practice/practice_1_dev.wav,1,I confirm,72,m,42,0,0,2021-01-09_17h40.49.575,exp_mumufe_builder,2020.2.2,Win32,60,,,,,,,,
,,,,,,,,2,1,2.117,7,0.94,0,2,2,2,1,practice/practice_2_std.wav,2,I confirm,72,m,42,0,0,2021-01-09_17h40.49.575,exp_mumufe_builder,2020.2.2,Win32,60,,,,,,,,
,,,,,,,,1,1,1.783,7,0.834,0,3,3,3,1,practice/practice_2_dev.wav,1,I confirm,72,m,42,0,0,2021-01-09_17h40.49.575,exp_mumufe_builder,2020.2.2,Win32,60,,,,,,,,
,,,,,,,,2,0,1.951,7,5.366,0,4,4,4,1,practice/practice_3_dev.wav,1,I confirm,72,m,42,0,0,2021-01-09_17h40.49.575,exp_mumufe_builder,2020.2.2,Win32,60,,,,,,,,
,,,,,,,,2,0,2.467,7,1.655,,,,,,,,I confirm,72,m,42,0,0,2021-01-09_17h40.49.575,exp_mumufe_builder,2020.2.2,Win32,60,space,11.831,0,0,0,2,1,mels/atonal_1b_std.wav
,,,,,,,,2,0,4.434,6,3.066,,,,,,,,I confirm,72,m,42,0,0,2021-01-09_17h40.49.575,exp_mumufe_builder,2020.2.2,Win32,60,,,0,1,1,13,1,mels/atonal_4a_dev.wav
,,,,,,,,2,0,2.316,6,1.533,,,,,,,,I confirm,72,m,42,0,0,2021-01-09_17h40.49.575,exp_mumufe_builder,2020.2.2,Win32,60,,,0,2,2,44,1,mels/tonal_6a_std.wav
,,,,,,,,1,1,0.933,5,3.033,,,,,,,,I confirm,72,m,42,0,0,2021-01-09_17h40.49.575,exp_mumufe_builder,2020.2.2,Win32,60,,,0,3,3,3,1,mels/atonal_1b_dev.wav
,,,,,,,,2,0,1.917,6,0.935,,,,,,,,I confirm,72,m,42,0,0,2021-01-09_17h40.49.575,exp_mumufe_builder,2020.2.2,Win32,60,,,0,4,4,42,1,mels/tonal_5b_std.wav
,,,,,,,,1,1,0.983,7,1.201,,,,,,,,I confirm,72,m,42,0,0,2021-01-09_17h40.49.575,exp_mumufe_builder,2020.2.2,Win32,60,,,0,5,5,43,1,mels/tonal_5b_dev.wav
,,,,,,,,1,1,0.716,7,1.085,,,,,,,,I confirm,72,m,42,0,0,2021-01-09_17h40.49.575,exp_mumufe_builder,2020.2.2,Win32,60,,,0,6,6,29,1,mels/tonal_2a_dev.wav
,,,,,,,,1,1,1.416,5,2.385,,,,,,,,I confirm,72,m,42,0,0,2021-01-09_17h40.49.575,exp_mumufe_builder,2020.2.2,Win32,60,,,0,7,7,25,1,mels/tonal_1a_dev.wav
,,,,,,,,2,0,1.934,5,2.116,,,,,,,,I confirm,72,m,42,0,0,2021-01-09_17h40.49.575,exp_mumufe_builder,2020.2.2,Win32,60,,,0,8,8,37,1,mels/tonal_4a_dev.wav
,,,,,,,,2,0,1.952,6,1.29,,,,,,,,I confirm,72,m,42,0,0,2021-01-09_17h40.49.575,exp_mumufe_builder,2020.2.2,Win32,60,,,0,9,9,11,1,mels/atonal_3b_dev.wav
