key_resp_8.keys,key_resp_8.rt,key_resp_7.keys,key_resp_7.rt,key_resp.keys,key_resp.rt,key_resp_5.keys,key_resp_5.rt,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,test_trials.ran,practice_mels,right_response,participant*,sex (m/f)*,age*,years of musical training*,I started musical training at the age of?*,date,expName,psychopyVersion,OS,frameRate,key_resp_6.keys,key_resp_6.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,mels
1,6.74,1,12.891,space,70.09,space,6.255,2,1,4.99,7,6.052,0,0,0,0,1,practice/practice_1_std.wav,2,6,m,29,3,10,2020-09-08_18h41.35.532,exp_mumufe_builder,2020.2.3,Linux x86_64,60,,,,,,,,
,,,,,,,,1,1,2.099,7,4.363,0,1,1,1,1,practice/practice_1_dev.wav,1,6,m,29,3,10,2020-09-08_18h41.35.532,exp_mumufe_builder,2020.2.3,Linux x86_64,60,,,,,,,,
,,,,,,,,2,1,3.263,7,2.512,0,2,2,2,1,practice/practice_2_std.wav,2,6,m,29,3,10,2020-09-08_18h41.35.532,exp_mumufe_builder,2020.2.3,Linux x86_64,60,,,,,,,,
,,,,,,,,1,1,1.69,7,1.452,0,3,3,3,1,practice/practice_2_dev.wav,1,6,m,29,3,10,2020-09-08_18h41.35.532,exp_mumufe_builder,2020.2.3,Linux x86_64,60,,,,,,,,
,,,,,,,,1,1,4.143,7,1.708,0,4,4,4,1,practice/practice_3_dev.wav,1,6,m,29,3,10,2020-09-08_18h41.35.532,exp_mumufe_builder,2020.2.3,Linux x86_64,60,,,,,,,,
,,,,,,,,1,1,4.515,6,2.734,,,,,,,,6,m,29,3,10,2020-09-08_18h41.35.532,exp_mumufe_builder,2020.2.3,Linux x86_64,60,space,3.727,0,0,0,2,1,mels/atonal_1b_std.wav
,,,,,,,,1,1,4.578,6,1.277,,,,,,,,6,m,29,3,10,2020-09-08_18h41.35.532,exp_mumufe_builder,2020.2.3,Linux x86_64,60,,,0,1,1,7,1,mels/atonal_2b_dev.wav
,,,,,,,,2,0,2.859,7,1.927,,,,,,,,6,m,29,3,10,2020-09-08_18h41.35.532,exp_mumufe_builder,2020.2.3,Linux x86_64,60,,,0,2,2,24,1,mels/tonal_1a_std.wav
,,,,,,,,2,0,3.616,7,1.193,,,,,,,,6,m,29,3,10,2020-09-08_18h41.35.532,exp_mumufe_builder,2020.2.3,Linux x86_64,60,,,0,3,3,34,1,mels/tonal_3b_std.wav
,,,,,,,,1,1,2.187,7,1.2,,,,,,,,6,m,29,3,10,2020-09-08_18h41.35.532,exp_mumufe_builder,2020.2.3,Linux x86_64,60,,,0,4,4,39,1,mels/tonal_4b_dev.wav
,,,,,,,,2,0,1.804,7,0.551,,,,,,,,6,m,29,3,10,2020-09-08_18h41.35.532,exp_mumufe_builder,2020.2.3,Linux x86_64,60,,,0,5,5,26,1,mels/tonal_1b_std.wav
,,,,,,,,1,1,1.971,6,0.602,,,,,,,,6,m,29,3,10,2020-09-08_18h41.35.532,exp_mumufe_builder,2020.2.3,Linux x86_64,60,,,0,6,6,21,1,mels/atonal_6a_dev.wav
,,,,,,,,1,1,4.255,2,1.637,,,,,,,,6,m,29,3,10,2020-09-08_18h41.35.532,exp_mumufe_builder,2020.2.3,Linux x86_64,60,,,0,7,7,11,1,mels/atonal_3b_dev.wav
,,,,,,,,1,1,3.943,5,2.545,,,,,,,,6,m,29,3,10,2020-09-08_18h41.35.532,exp_mumufe_builder,2020.2.3,Linux x86_64,60,,,0,8,8,47,1,mels/tonal_6b_dev.wav
,,,,,,,,2,0,1.792,5,1.841,,,,,,,,6,m,29,3,10,2020-09-08_18h41.35.532,exp_mumufe_builder,2020.2.3,Linux x86_64,60,,,0,9,9,10,1,mels/atonal_3b_std.wav
,,,,,,,,2,0,2.286,5,2.474,,,,,,,,6,m,29,3,10,2020-09-08_18h41.35.532,exp_mumufe_builder,2020.2.3,Linux x86_64,60,,,0,10,10,22,1,mels/atonal_6b_std.wav
,,,,,,,,1,1,3.401,6,1.636,,,,,,,,6,m,29,3,10,2020-09-08_18h41.35.532,exp_mumufe_builder,2020.2.3,Linux x86_64,60,,,0,11,11,0,1,mels/atonal_1a_std.wav
,,,,,,,,2,0,2.035,5,1.911,,,,,,,,6,m,29,3,10,2020-09-08_18h41.35.532,exp_mumufe_builder,2020.2.3,Linux x86_64,60,,,0,12,12,12,1,mels/atonal_4a_std.wav
,,,,,,,,2,0,1.839,7,1.73,,,,,,,,6,m,29,3,10,2020-09-08_18h41.35.532,exp_mumufe_builder,2020.2.3,Linux x86_64,60,,,0,13,13,46,1,mels/tonal_6b_std.wav
,,,,,,,,1,1,1.973,5,0.793,,,,,,,,6,m,29,3,10,2020-09-08_18h41.35.532,exp_mumufe_builder,2020.2.3,Linux x86_64,60,,,0,14,14,23,1,mels/atonal_6b_dev.wav
,,,,,,,,2,0,5.02,5,1.732,,,,,,,,6,m,29,3,10,2020-09-08_18h41.35.532,exp_mumufe_builder,2020.2.3,Linux x86_64,60,,,0,15,15,30,1,mels/tonal_2b_std.wav
,,,,,,,,1,1,1.762,7,0.616,,,,,,,,6,m,29,3,10,2020-09-08_18h41.35.532,exp_mumufe_builder,2020.2.3,Linux x86_64,60,,,0,16,16,5,1,mels/atonal_2a_dev.wav
,,,,,,,,2,0,1.902,7,0.609,,,,,,,,6,m,29,3,10,2020-09-08_18h41.35.532,exp_mumufe_builder,2020.2.3,Linux x86_64,60,,,0,17,17,32,1,mels/tonal_3a_std.wav
,,,,,,,,1,1,2.066,7,0.642,,,,,,,,6,m,29,3,10,2020-09-08_18h41.35.532,exp_mumufe_builder,2020.2.3,Linux x86_64,60,,,0,18,18,1,1,mels/atonal_1a_dev.wav
,,,,,,,,2,0,1.869,6,0.63,,,,,,,,6,m,29,3,10,2020-09-08_18h41.35.532,exp_mumufe_builder,2020.2.3,Linux x86_64,60,,,0,19,19,19,1,mels/atonal_5b_dev.wav
,,,,,,,,1,1,1.64,7,0.633,,,,,,,,6,m,29,3,10,2020-09-08_18h41.35.532,exp_mumufe_builder,2020.2.3,Linux x86_64,60,,,0,20,20,41,1,mels/tonal_5a_dev.wav
,,,,,,,,1,1,1.734,5,0.464,,,,,,,,6,m,29,3,10,2020-09-08_18h41.35.532,exp_mumufe_builder,2020.2.3,Linux x86_64,60,,,0,21,21,20,1,mels/atonal_6a_std.wav
