key_resp_8.keys,key_resp_8.rt,key_resp_7.keys,key_resp_7.rt,key_resp.keys,key_resp.rt,key_resp_5.keys,key_resp_5.rt,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,test_trials.ran,practice_mels,right_response,By klicking “OK” below I confirm that I have carefully read the information in the email and I agree to participate in the study,participant*,sex (m/f)*,age*,years of musical training*,I started musical training at the age of?*,date,expName,psychopyVersion,OS,frameRate,key_resp_6.keys,key_resp_6.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,mels
1,8.46,1,11.157,space,16.35,space,2.424,2,1,3.419,7,4.629,0,0,0,0,1,practice/practice_1_std.wav,2,I confirm,79,m,39,0,0,2021-01-12_13h52.31.997,exp_mumufe_builder,2020.2.2,Win32,60,,,,,,,,
,,,,,,,,1,1,2.858,7,6.285,0,1,1,1,1,practice/practice_1_dev.wav,1,I confirm,79,m,39,0,0,2021-01-12_13h52.31.997,exp_mumufe_builder,2020.2.2,Win32,60,,,,,,,,
,,,,,,,,2,1,3.606,7,2.579,0,2,2,2,1,practice/practice_2_std.wav,2,I confirm,79,m,39,0,0,2021-01-12_13h52.31.997,exp_mumufe_builder,2020.2.2,Win32,60,,,,,,,,
,,,,,,,,1,1,2.643,7,2.24,0,3,3,3,1,practice/practice_2_dev.wav,1,I confirm,79,m,39,0,0,2021-01-12_13h52.31.997,exp_mumufe_builder,2020.2.2,Win32,60,,,,,,,,
,,,,,,,,2,0,3.677,7,3.723,0,4,4,4,1,practice/practice_3_dev.wav,1,I confirm,79,m,39,0,0,2021-01-12_13h52.31.997,exp_mumufe_builder,2020.2.2,Win32,60,,,,,,,,
,,,,,,,,2,0,3.381,7,2.112,,,,,,,,I confirm,79,m,39,0,0,2021-01-12_13h52.31.997,exp_mumufe_builder,2020.2.2,Win32,60,space,2.449,0,0,0,45,1,mels/tonal_6a_dev.wav
,,,,,,,,2,0,2.61,7,1.935,,,,,,,,I confirm,79,m,39,0,0,2021-01-12_13h52.31.997,exp_mumufe_builder,2020.2.2,Win32,60,,,0,1,1,15,1,mels/atonal_4b_dev.wav
,,,,,,,,2,0,2.738,6,2.099,,,,,,,,I confirm,79,m,39,0,0,2021-01-12_13h52.31.997,exp_mumufe_builder,2020.2.2,Win32,60,,,0,2,2,42,1,mels/tonal_5b_std.wav
,,,,,,,,2,0,2.524,7,1.486,,,,,,,,I confirm,79,m,39,0,0,2021-01-12_13h52.31.997,exp_mumufe_builder,2020.2.2,Win32,60,,,0,3,3,19,1,mels/atonal_5b_dev.wav
,,,,,,,,2,0,1.586,7,1.185,,,,,,,,I confirm,79,m,39,0,0,2021-01-12_13h52.31.997,exp_mumufe_builder,2020.2.2,Win32,60,,,0,4,4,5,1,mels/atonal_2a_dev.wav
