key_resp_8.keys,key_resp_8.rt,key_resp_7.keys,key_resp_7.rt,key_resp.keys,key_resp.rt,key_resp_5.keys,key_resp_5.rt,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,test_trials.ran,practice_mels,right_response,By klicking “OK” below I confirm that I have carefully read the information in the email and I agree to participate in the study,participant*,sex (m/f)*,age*,years of musical training*,I started musical training at the age of?*,date,expName,psychopyVersion,OS,frameRate,key_resp_6.keys,key_resp_6.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,mels
,,,,,,,,2,0,0.659,6,0.792,,,,,,,,I confirm,86,f,27,1,8,2021-01-19_13h04.15.226,exp_mumufe_builder,2020.2.2,Win32,60,,,0,21,21,25,1,mels/tonal_1a_dev.wav
,,,,,,,,2,0,0.946,6,0.694,,,,,,,,I confirm,86,f,27,1,8,2021-01-19_13h04.15.226,exp_mumufe_builder,2020.2.2,Win32,60,,,0,22,22,16,1,mels/atonal_5a_std.wav
,,,,,,,,2,0,1.344,5,0.993,,,,,,,,I confirm,86,f,27,1,8,2021-01-19_13h04.15.226,exp_mumufe_builder,2020.2.2,Win32,60,,,0,23,23,40,1,mels/tonal_5a_std.wav
,,,,,,,,2,0,1.061,3,0.541,,,,,,,,I confirm,86,f,27,1,8,2021-01-19_13h04.15.226,exp_mumufe_builder,2020.2.2,Win32,60,,,0,24,24,6,1,mels/atonal_2b_std.wav
,,,,,,,,1,1,0.624,6,0.961,,,,,,,,I confirm,86,f,27,1,8,2021-01-19_13h04.15.226,exp_mumufe_builder,2020.2.2,Win32,60,,,0,25,25,13,1,mels/atonal_4a_dev.wav
,,,,,,,,1,1,1.611,3,1.579,,,,,,,,I confirm,86,f,27,1,8,2021-01-19_13h04.15.226,exp_mumufe_builder,2020.2.2,Win32,60,,,0,26,26,23,1,mels/atonal_6b_dev.wav
,,,,,,,,1,1,1.128,2,1.933,,,,,,,,I confirm,86,f,27,1,8,2021-01-19_13h04.15.226,exp_mumufe_builder,2020.2.2,Win32,60,,,0,27,27,35,1,mels/tonal_3b_dev.wav
,,,,,,,,1,1,1.093,7,1.096,,,,,,,,I confirm,86,f,27,1,8,2021-01-19_13h04.15.226,exp_mumufe_builder,2020.2.2,Win32,60,,,0,28,28,31,1,mels/tonal_2b_dev.wav
,,,,,,,,1,1,1.46,6,0.91,,,,,,,,I confirm,86,f,27,1,8,2021-01-19_13h04.15.226,exp_mumufe_builder,2020.2.2,Win32,60,,,0,29,29,45,1,mels/tonal_6a_dev.wav
,,,,,,,,2,0,1.645,3,0.643,,,,,,,,I confirm,86,f,27,1,8,2021-01-19_13h04.15.226,exp_mumufe_builder,2020.2.2,Win32,60,,,0,30,30,18,1,mels/atonal_5b_std.wav
,,,,,,,,2,0,1.044,2,1.179,,,,,,,,I confirm,86,f,27,1,8,2021-01-19_13h04.15.226,exp_mumufe_builder,2020.2.2,Win32,60,,,0,31,31,19,1,mels/atonal_5b_dev.wav
,,,,,,,,1,1,2.214,3,0.809,,,,,,,,I confirm,86,f,27,1,8,2021-01-19_13h04.15.226,exp_mumufe_builder,2020.2.2,Win32,60,,,0,32,32,20,1,mels/atonal_6a_std.wav
,,,,,,,,2,0,1.193,5,1.844,,,,,,,,I confirm,86,f,27,1,8,2021-01-19_13h04.15.226,exp_mumufe_builder,2020.2.2,Win32,60,,,0,33,33,32,1,mels/tonal_3a_std.wav
,,,,,,,,2,0,1.162,6,0.827,,,,,,,,I confirm,86,f,27,1,8,2021-01-19_13h04.15.226,exp_mumufe_builder,2020.2.2,Win32,60,,,0,34,34,26,1,mels/tonal_1b_std.wav
,,,,,,,,1,1,4.221,5,2.117,,,,,,,,I confirm,86,f,27,1,8,2021-01-19_13h04.15.226,exp_mumufe_builder,2020.2.2,Win32,60,,,0,35,35,12,1,mels/atonal_4a_std.wav
,,,,,,,,1,1,1.496,5,1.213,,,,,,,,I confirm,86,f,27,1,8,2021-01-19_13h04.15.226,exp_mumufe_builder,2020.2.2,Win32,60,,,0,36,36,1,1,mels/atonal_1a_dev.wav
,,,,,,,,2,0,1.996,2,0.609,,,,,,,,I confirm,86,f,27,1,8,2021-01-19_13h04.15.226,exp_mumufe_builder,2020.2.2,Win32,60,,,0,37,37,4,1,mels/atonal_2a_std.wav
,,,,,,,,2,0,1.827,3,1.176,,,,,,,,I confirm,86,f,27,1,8,2021-01-19_13h04.15.226,exp_mumufe_builder,2020.2.2,Win32,60,,,0,38,38,22,1,mels/atonal_6b_std.wav
,,,,,,,,2,0,1.929,4,0.728,,,,,,,,I confirm,86,f,27,1,8,2021-01-19_13h04.15.226,exp_mumufe_builder,2020.2.2,Win32,60,,,0,39,39,8,1,mels/atonal_3a_std.wav
,,,,,,,,1,1,0.589,3,1.58,,,,,,,,I confirm,86,f,27,1,8,2021-01-19_13h04.15.226,exp_mumufe_builder,2020.2.2,Win32,60,,,0,40,40,11,1,mels/atonal_3b_dev.wav
,,,,,,,,2,0,0.961,7,0.924,,,,,,,,I confirm,86,f,27,1,8,2021-01-19_13h04.15.226,exp_mumufe_builder,2020.2.2,Win32,60,,,0,41,41,34,1,mels/tonal_3b_std.wav
,,,,,,,,1,1,0.492,7,0.626,,,,,,,,I confirm,86,f,27,1,8,2021-01-19_13h04.15.226,exp_mumufe_builder,2020.2.2,Win32,60,,,0,42,42,29,1,mels/tonal_2a_dev.wav
,,,,,,,,1,1,0.559,6,0.474,,,,,,,,I confirm,86,f,27,1,8,2021-01-19_13h04.15.226,exp_mumufe_builder,2020.2.2,Win32,60,,,0,43,43,43,1,mels/tonal_5b_dev.wav
,,,,,,,,2,0,0.608,5,0.475,,,,,,,,I confirm,86,f,27,1,8,2021-01-19_13h04.15.226,exp_mumufe_builder,2020.2.2,Win32,60,,,0,44,44,30,1,mels/tonal_2b_std.wav
,,,,,,,,2,0,0.877,5,0.476,,,,,,,,I confirm,86,f,27,1,8,2021-01-19_13h04.15.226,exp_mumufe_builder,2020.2.2,Win32,60,,,0,45,45,38,1,mels/tonal_4b_std.wav
,,,,,,,,1,1,0.507,4,0.474,,,,,,,,I confirm,86,f,27,1,8,2021-01-19_13h04.15.226,exp_mumufe_builder,2020.2.2,Win32,60,,,0,46,46,14,1,mels/atonal_4b_std.wav
,,,,,,,,1,1,0.473,6,0.407,,,,,,,,I confirm,86,f,27,1,8,2021-01-19_13h04.15.226,exp_mumufe_builder,2020.2.2,Win32,60,,,0,47,47,37,1,mels/tonal_4a_dev.wav
