key_resp_8.keys,key_resp_8.rt,key_resp_7.keys,key_resp_7.rt,key_resp.keys,key_resp.rt,key_resp_5.keys,key_resp_5.rt,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,test_trials.ran,practice_mels,right_response,By klicking “OK” below I confirm that I have carefully read the information in the email and I agree to participate in the study,participant*,sex (m/f)*,age*,years of musical training*,I started musical training at the age of?*,date,expName,psychopyVersion,OS,frameRate,key_resp_6.keys,key_resp_6.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,mels
,,,,,,,,2,0,0.522,6,0.684,,,,,,,,I confirm,70,f,33,0,0,2021-01-08_17h26.00.126,exp_mumufe_builder,2020.2.2,MacIntel,60,,,0,27,27,4,1,mels/atonal_2a_std.wav
,,,,,,,,2,0,0.655,6,1.071,,,,,,,,I confirm,70,f,33,0,0,2021-01-08_17h26.00.126,exp_mumufe_builder,2020.2.2,MacIntel,60,,,0,28,28,24,1,mels/tonal_1a_std.wav
,,,,,,,,1,1,0.74,6,1.248,,,,,,,,I confirm,70,f,33,0,0,2021-01-08_17h26.00.126,exp_mumufe_builder,2020.2.2,MacIntel,60,,,0,29,29,29,1,mels/tonal_2a_dev.wav
,,,,,,,,2,0,0.94,6,1.271,,,,,,,,I confirm,70,f,33,0,0,2021-01-08_17h26.00.126,exp_mumufe_builder,2020.2.2,MacIntel,60,,,0,30,30,45,1,mels/tonal_6a_dev.wav
,,,,,,,,2,0,0.668,6,2.307,,,,,,,,I confirm,70,f,33,0,0,2021-01-08_17h26.00.126,exp_mumufe_builder,2020.2.2,MacIntel,60,,,0,31,31,46,1,mels/tonal_6b_std.wav
,,,,,,,,2,0,0.843,6,0.976,,,,,,,,I confirm,70,f,33,0,0,2021-01-08_17h26.00.126,exp_mumufe_builder,2020.2.2,MacIntel,60,,,0,32,32,22,1,mels/atonal_6b_std.wav
,,,,,,,,2,0,0.519,6,1.467,,,,,,,,I confirm,70,f,33,0,0,2021-01-08_17h26.00.126,exp_mumufe_builder,2020.2.2,MacIntel,60,,,0,33,33,2,1,mels/atonal_1b_std.wav
,,,,,,,,2,0,2.024,6,1.204,,,,,,,,I confirm,70,f,33,0,0,2021-01-08_17h26.00.126,exp_mumufe_builder,2020.2.2,MacIntel,60,,,0,34,34,41,1,mels/tonal_5a_dev.wav
,,,,,,,,2,0,1.202,3,2.519,,,,,,,,I confirm,70,f,33,0,0,2021-01-08_17h26.00.126,exp_mumufe_builder,2020.2.2,MacIntel,60,,,0,35,35,13,1,mels/atonal_4a_dev.wav
,,,,,,,,2,0,0.484,7,1.269,,,,,,,,I confirm,70,f,33,0,0,2021-01-08_17h26.00.126,exp_mumufe_builder,2020.2.2,MacIntel,60,,,0,36,36,38,1,mels/tonal_4b_std.wav
,,,,,,,,1,1,0.423,7,1.176,,,,,,,,I confirm,70,f,33,0,0,2021-01-08_17h26.00.126,exp_mumufe_builder,2020.2.2,MacIntel,60,,,0,37,37,39,1,mels/tonal_4b_dev.wav
,,,,,,,,2,0,1.576,6,0.885,,,,,,,,I confirm,70,f,33,0,0,2021-01-08_17h26.00.126,exp_mumufe_builder,2020.2.2,MacIntel,60,,,0,38,38,0,1,mels/atonal_1a_std.wav
,,,,,,,,2,0,2.05,6,0.708,,,,,,,,I confirm,70,f,33,0,0,2021-01-08_17h26.00.126,exp_mumufe_builder,2020.2.2,MacIntel,60,,,0,39,39,44,1,mels/tonal_6a_std.wav
,,,,,,,,2,0,0.677,6,0.656,,,,,,,,I confirm,70,f,33,0,0,2021-01-08_17h26.00.126,exp_mumufe_builder,2020.2.2,MacIntel,60,,,0,40,40,1,1,mels/atonal_1a_dev.wav
,,,,,,,,2,0,1.085,5,2.687,,,,,,,,I confirm,70,f,33,0,0,2021-01-08_17h26.00.126,exp_mumufe_builder,2020.2.2,MacIntel,60,,,0,41,41,6,1,mels/atonal_2b_std.wav
,,,,,,,,1,1,0.975,5,0.318,,,,,,,,I confirm,70,f,33,0,0,2021-01-08_17h26.00.126,exp_mumufe_builder,2020.2.2,MacIntel,60,,,0,42,42,10,1,mels/atonal_3b_std.wav
,,,,,,,,1,1,0.643,7,1.392,,,,,,,,I confirm,70,f,33,0,0,2021-01-08_17h26.00.126,exp_mumufe_builder,2020.2.2,MacIntel,60,,,0,43,43,17,1,mels/atonal_5a_dev.wav
,,,,,,,,2,0,2.073,6,0.388,,,,,,,,I confirm,70,f,33,0,0,2021-01-08_17h26.00.126,exp_mumufe_builder,2020.2.2,MacIntel,60,,,0,44,44,3,1,mels/atonal_1b_dev.wav
,,,,,,,,2,0,1.734,5,0.206,,,,,,,,I confirm,70,f,33,0,0,2021-01-08_17h26.00.126,exp_mumufe_builder,2020.2.2,MacIntel,60,,,0,45,45,9,1,mels/atonal_3a_dev.wav
,,,,,,,,2,0,1.348,6,2.025,,,,,,,,I confirm,70,f,33,0,0,2021-01-08_17h26.00.126,exp_mumufe_builder,2020.2.2,MacIntel,60,,,0,46,46,14,1,mels/atonal_4b_std.wav
,,,,,,,,2,0,3.213,6,1.358,,,,,,,,I confirm,70,f,33,0,0,2021-01-08_17h26.00.126,exp_mumufe_builder,2020.2.2,MacIntel,60,,,0,47,47,40,1,mels/tonal_5a_std.wav
