key_resp_8.keys,key_resp_8.rt,key_resp_7.keys,key_resp_7.rt,key_resp.keys,key_resp.rt,key_resp_5.keys,key_resp_5.rt,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,test_trials.ran,practice_mels,right_response,By klicking “OK” below I confirm that I have carefully read the information in the email and I agree to participate in the study,participant*,sex (m/f)*,age*,years of musical training*,I started musical training at the age of?*,date,expName,psychopyVersion,OS,frameRate,key_resp_6.keys,key_resp_6.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,mels
,,,,,,,,2,0,3.58548,3,3.051565,,,,,,,,I confirm,87,f,58,0,0,2021-01-19_16h50.42.967,exp_mumufe_builder,2020.2.2,MacIntel,60,,,0,5,5,23,1,mels/atonal_6b_dev.wav
,,,,,,,,2,0,1.85437,7,1.5518,,,,,,,,I confirm,87,f,58,0,0,2021-01-19_16h50.42.967,exp_mumufe_builder,2020.2.2,MacIntel,60,,,0,6,6,3,1,mels/atonal_1b_dev.wav
,,,,,,,,2,0,2.12731,7,1.864515,,,,,,,,I confirm,87,f,58,0,0,2021-01-19_16h50.42.967,exp_mumufe_builder,2020.2.2,MacIntel,60,,,0,7,7,0,1,mels/atonal_1a_std.wav
,,,,,,,,1,1,1.653755,7,1.603905,,,,,,,,I confirm,87,f,58,0,0,2021-01-19_16h50.42.967,exp_mumufe_builder,2020.2.2,MacIntel,60,,,0,8,8,45,1,mels/tonal_6a_dev.wav
,,,,,,,,2,0,2.31828,7,1.602305,,,,,,,,I confirm,87,f,58,0,0,2021-01-19_16h50.42.967,exp_mumufe_builder,2020.2.2,MacIntel,60,,,0,9,9,32,1,mels/tonal_3a_std.wav
,,,,,,,,1,1,1.784085,7,1.31789,,,,,,,,I confirm,87,f,58,0,0,2021-01-19_16h50.42.967,exp_mumufe_builder,2020.2.2,MacIntel,60,,,0,10,10,25,1,mels/tonal_1a_dev.wav
,,,,,,,,2,0,3.658555,5,2.669085,,,,,,,,I confirm,87,f,58,0,0,2021-01-19_16h50.42.967,exp_mumufe_builder,2020.2.2,MacIntel,60,,,0,11,11,19,1,mels/atonal_5b_dev.wav
,,,,,,,,2,0,2.524905,7,1.501415,,,,,,,,I confirm,87,f,58,0,0,2021-01-19_16h50.42.967,exp_mumufe_builder,2020.2.2,MacIntel,60,,,0,12,12,16,1,mels/atonal_5a_std.wav
,,,,,,,,2,0,1.52387,7,1.435385,,,,,,,,I confirm,87,f,58,0,0,2021-01-19_16h50.42.967,exp_mumufe_builder,2020.2.2,MacIntel,60,,,0,13,13,42,1,mels/tonal_5b_std.wav
,,,,,,,,1,1,1.236425,7,1.135085,,,,,,,,I confirm,87,f,58,0,0,2021-01-19_16h50.42.967,exp_mumufe_builder,2020.2.2,MacIntel,60,,,0,14,14,37,1,mels/tonal_4a_dev.wav
,,,,,,,,2,0,2.034715,7,1.275035,,,,,,,,I confirm,87,f,58,0,0,2021-01-19_16h50.42.967,exp_mumufe_builder,2020.2.2,MacIntel,60,,,0,15,15,8,1,mels/atonal_3a_std.wav
,,,,,,,,2,0,1.48461,7,1.1849,,,,,,,,I confirm,87,f,58,0,0,2021-01-19_16h50.42.967,exp_mumufe_builder,2020.2.2,MacIntel,60,,,0,16,16,18,1,mels/atonal_5b_std.wav
,,,,,,,,2,0,1.551825,7,1.43519,,,,,,,,I confirm,87,f,58,0,0,2021-01-19_16h50.42.967,exp_mumufe_builder,2020.2.2,MacIntel,60,,,0,17,17,38,1,mels/tonal_4b_std.wav
,,,,,,,,2,0,1.440225,7,1.17217,,,,,,,,I confirm,87,f,58,0,0,2021-01-19_16h50.42.967,exp_mumufe_builder,2020.2.2,MacIntel,60,,,0,18,18,10,1,mels/atonal_3b_std.wav
,,,,,,,,2,0,1.31896,7,1.433255,,,,,,,,I confirm,87,f,58,0,0,2021-01-19_16h50.42.967,exp_mumufe_builder,2020.2.2,MacIntel,60,,,0,19,19,4,1,mels/atonal_2a_std.wav
,,,,,,,,2,0,1.338105,7,1.285195,,,,,,,,I confirm,87,f,58,0,0,2021-01-19_16h50.42.967,exp_mumufe_builder,2020.2.2,MacIntel,60,,,0,20,20,14,1,mels/atonal_4b_std.wav
,,,,,,,,1,1,1.380935,7,1.44106,,,,,,,,I confirm,87,f,58,0,0,2021-01-19_16h50.42.967,exp_mumufe_builder,2020.2.2,MacIntel,60,,,0,21,21,29,1,mels/tonal_2a_dev.wav
,,,,,,,,2,0,1.353925,7,1.23378,,,,,,,,I confirm,87,f,58,0,0,2021-01-19_16h50.42.967,exp_mumufe_builder,2020.2.2,MacIntel,60,,,0,22,22,21,1,mels/atonal_6a_dev.wav
,,,,,,,,1,1,1.602215,7,1.621745,,,,,,,,I confirm,87,f,58,0,0,2021-01-19_16h50.42.967,exp_mumufe_builder,2020.2.2,MacIntel,60,,,0,23,23,9,1,mels/atonal_3a_dev.wav
,,,,,,,,1,1,1.514815,7,1.61696,,,,,,,,I confirm,87,f,58,0,0,2021-01-19_16h50.42.967,exp_mumufe_builder,2020.2.2,MacIntel,60,,,0,24,24,24,1,mels/tonal_1a_std.wav
,,,,,,,,1,1,3.307135,3,2.652525,,,,,,,,I confirm,87,f,58,0,0,2021-01-19_16h50.42.967,exp_mumufe_builder,2020.2.2,MacIntel,60,,,0,25,25,22,1,mels/atonal_6b_std.wav
,,,,,,,,1,1,1.450765,7,1.13444,,,,,,,,I confirm,87,f,58,0,0,2021-01-19_16h50.42.967,exp_mumufe_builder,2020.2.2,MacIntel,60,,,0,26,26,13,1,mels/atonal_4a_dev.wav
,,,,,,,,2,0,2.339185,7,1.15192,,,,,,,,I confirm,87,f,58,0,0,2021-01-19_16h50.42.967,exp_mumufe_builder,2020.2.2,MacIntel,60,,,0,27,27,20,1,mels/atonal_6a_std.wav
,,,,,,,,1,1,1.336635,7,1.28959,,,,,,,,I confirm,87,f,58,0,0,2021-01-19_16h50.42.967,exp_mumufe_builder,2020.2.2,MacIntel,60,,,0,28,28,35,1,mels/tonal_3b_dev.wav
,,,,,,,,1,1,1.835175,6,1.2921,,,,,,,,I confirm,87,f,58,0,0,2021-01-19_16h50.42.967,exp_mumufe_builder,2020.2.2,MacIntel,60,,,0,29,29,1,1,mels/atonal_1a_dev.wav
,,,,,,,,1,1,1.42149,7,0.967045,,,,,,,,I confirm,87,f,58,0,0,2021-01-19_16h50.42.967,exp_mumufe_builder,2020.2.2,MacIntel,60,,,0,30,30,17,1,mels/atonal_5a_dev.wav
,,,,,,,,1,1,1.12411,7,0.97286,,,,,,,,I confirm,87,f,58,0,0,2021-01-19_16h50.42.967,exp_mumufe_builder,2020.2.2,MacIntel,60,,,0,31,31,43,1,mels/tonal_5b_dev.wav
,,,,,,,,2,0,1.972665,7,1.400255,,,,,,,,I confirm,87,f,58,0,0,2021-01-19_16h50.42.967,exp_mumufe_builder,2020.2.2,MacIntel,60,,,0,32,32,36,1,mels/tonal_4a_std.wav
,,,,,,,,1,1,1.23335,7,1.0386,,,,,,,,I confirm,87,f,58,0,0,2021-01-19_16h50.42.967,exp_mumufe_builder,2020.2.2,MacIntel,60,,,0,33,33,33,1,mels/tonal_3a_dev.wav
,,,,,,,,1,1,1.333745,7,1.624305,,,,,,,,I confirm,87,f,58,0,0,2021-01-19_16h50.42.967,exp_mumufe_builder,2020.2.2,MacIntel,60,,,0,34,34,31,1,mels/tonal_2b_dev.wav
,,,,,,,,2,0,1.53929,7,1.26738,,,,,,,,I confirm,87,f,58,0,0,2021-01-19_16h50.42.967,exp_mumufe_builder,2020.2.2,MacIntel,60,,,0,35,35,5,1,mels/atonal_2a_dev.wav
,,,,,,,,1,1,1.28511,7,1.01987,,,,,,,,I confirm,87,f,58,0,0,2021-01-19_16h50.42.967,exp_mumufe_builder,2020.2.2,MacIntel,60,,,0,36,36,47,1,mels/tonal_6b_dev.wav
,,,,,,,,2,0,1.374215,7,1.069185,,,,,,,,I confirm,87,f,58,0,0,2021-01-19_16h50.42.967,exp_mumufe_builder,2020.2.2,MacIntel,60,,,0,37,37,2,1,mels/atonal_1b_std.wav
,,,,,,,,2,0,1.26932,7,1.31753,,,,,,,,I confirm,87,f,58,0,0,2021-01-19_16h50.42.967,exp_mumufe_builder,2020.2.2,MacIntel,60,,,0,38,38,12,1,mels/atonal_4a_std.wav
,,,,,,,,1,1,1.13425,7,0.62148,,,,,,,,I confirm,87,f,58,0,0,2021-01-19_16h50.42.967,exp_mumufe_builder,2020.2.2,MacIntel,60,,,0,39,39,41,1,mels/tonal_5a_dev.wav
,,,,,,,,2,0,1.503675,7,1.056645,,,,,,,,I confirm,87,f,58,0,0,2021-01-19_16h50.42.967,exp_mumufe_builder,2020.2.2,MacIntel,60,,,0,40,40,28,1,mels/tonal_2a_std.wav
,,,,,,,,2,0,1.501945,7,1.09995,,,,,,,,I confirm,87,f,58,0,0,2021-01-19_16h50.42.967,exp_mumufe_builder,2020.2.2,MacIntel,60,,,0,41,41,44,1,mels/tonal_6a_std.wav
,,,,,,,,1,1,2.05706,4,2.552285,,,,,,,,I confirm,87,f,58,0,0,2021-01-19_16h50.42.967,exp_mumufe_builder,2020.2.2,MacIntel,60,,,0,42,42,26,1,mels/tonal_1b_std.wav
,,,,,,,,2,0,1.55388,7,1.084655,,,,,,,,I confirm,87,f,58,0,0,2021-01-19_16h50.42.967,exp_mumufe_builder,2020.2.2,MacIntel,60,,,0,43,43,6,1,mels/atonal_2b_std.wav
,,,,,,,,1,1,1.481095,7,1.37268,,,,,,,,I confirm,87,f,58,0,0,2021-01-19_16h50.42.967,exp_mumufe_builder,2020.2.2,MacIntel,60,,,0,44,44,11,1,mels/atonal_3b_dev.wav
,,,,,,,,1,1,1.45155,7,1.321195,,,,,,,,I confirm,87,f,58,0,0,2021-01-19_16h50.42.967,exp_mumufe_builder,2020.2.2,MacIntel,60,,,0,45,45,39,1,mels/tonal_4b_dev.wav
,,,,,,,,2,0,1.673795,6,1.554735,,,,,,,,I confirm,87,f,58,0,0,2021-01-19_16h50.42.967,exp_mumufe_builder,2020.2.2,MacIntel,60,,,0,46,46,15,1,mels/atonal_4b_dev.wav
,,,,,,,,2,0,1.75867,7,1.000945,,,,,,,,I confirm,87,f,58,0,0,2021-01-19_16h50.42.967,exp_mumufe_builder,2020.2.2,MacIntel,60,,,0,47,47,30,1,mels/tonal_2b_std.wav
