key_resp_8.keys,key_resp_8.rt,key_resp_7.keys,key_resp_7.rt,key_resp.keys,key_resp.rt,key_resp_5.keys,key_resp_5.rt,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,test_trials.ran,practice_mels,right_response,By klicking “OK” below I confirm that I have carefully read the information in the email and I agree to participate in the study,participant*,sex (m/f)*,age*,years of musical training*,I started musical training at the age of?*,date,expName,psychopyVersion,OS,frameRate,key_resp_6.keys,key_resp_6.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,mels
1,14.85,4,13.214,space,39.996,space,5.291,2,1,4.671,7,3.661,0,0,0,0,1,practice/practice_1_std.wav,2,I confirm,67,m,69,3,5,2021-01-08_17h52.28.309,exp_mumufe_builder,2020.2.2,MacIntel,60,,,,,,,,
,,,,,,,,1,1,3.841,7,3.204,0,1,1,1,1,practice/practice_1_dev.wav,1,I confirm,67,m,69,3,5,2021-01-08_17h52.28.309,exp_mumufe_builder,2020.2.2,MacIntel,60,,,,,,,,
,,,,,,,,2,1,3.137,7,1.954,0,2,2,2,1,practice/practice_2_std.wav,2,I confirm,67,m,69,3,5,2021-01-08_17h52.28.309,exp_mumufe_builder,2020.2.2,MacIntel,60,,,,,,,,
,,,,,,,,1,1,2.359,7,2.421,0,3,3,3,1,practice/practice_2_dev.wav,1,I confirm,67,m,69,3,5,2021-01-08_17h52.28.309,exp_mumufe_builder,2020.2.2,MacIntel,60,,,,,,,,
,,,,,,,,1,1,2.207,7,2.002,0,4,4,4,1,practice/practice_3_dev.wav,1,I confirm,67,m,69,3,5,2021-01-08_17h52.28.309,exp_mumufe_builder,2020.2.2,MacIntel,60,,,,,,,,
,,,,,,,,1,1,2.308,7,2.187,,,,,,,,I confirm,67,m,69,3,5,2021-01-08_17h52.28.309,exp_mumufe_builder,2020.2.2,MacIntel,60,space,5.674,0,0,0,35,1,mels/tonal_3b_dev.wav
,,,,,,,,2,0,2.374,7,1.821,,,,,,,,I confirm,67,m,69,3,5,2021-01-08_17h52.28.309,exp_mumufe_builder,2020.2.2,MacIntel,60,,,0,1,1,12,1,mels/atonal_4a_std.wav
,,,,,,,,1,1,1.77,7,1.857,,,,,,,,I confirm,67,m,69,3,5,2021-01-08_17h52.28.309,exp_mumufe_builder,2020.2.2,MacIntel,60,,,0,2,2,29,1,mels/tonal_2a_dev.wav
,,,,,,,,2,0,2.234,7,1.609,,,,,,,,I confirm,67,m,69,3,5,2021-01-08_17h52.28.309,exp_mumufe_builder,2020.2.2,MacIntel,60,,,0,3,3,47,1,mels/tonal_6b_dev.wav
,,,,,,,,2,0,2.524,7,1.587,,,,,,,,I confirm,67,m,69,3,5,2021-01-08_17h52.28.309,exp_mumufe_builder,2020.2.2,MacIntel,60,,,0,4,4,16,1,mels/atonal_5a_std.wav
