key_resp_8.keys,key_resp_8.rt,key_resp_7.keys,key_resp_7.rt,key_resp.keys,key_resp.rt,key_resp_5.keys,key_resp_5.rt,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,test_trials.ran,practice_mels,right_response,By klicking “OK” below I confirm that I have carefully read the information in the email and I agree to participate in the study,participant*,sex (m/f)*,age*,years of musical training*,I started musical training at the age of?*,date,expName,psychopyVersion,OS,frameRate,key_resp_6.keys,key_resp_6.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,mels
1,5.44522,1,9.58668,space,26.839795,space,2.633945,2,1,2.588275,4,13.208645,0,0,0,0,1,practice/practice_1_std.wav,2,I confirm,73,m,26,0,no musical training,2021-01-08_19h16.19.043,exp_mumufe_builder,2020.2.2,Win32,60,,,,,,,,
,,,,,,,,1,1,1.82628,7,1.33783,0,1,1,1,1,practice/practice_1_dev.wav,1,I confirm,73,m,26,0,no musical training,2021-01-08_19h16.19.043,exp_mumufe_builder,2020.2.2,Win32,60,,,,,,,,
,,,,,,,,2,1,2.63212,7,1.30646,0,2,2,2,1,practice/practice_2_std.wav,2,I confirm,73,m,26,0,no musical training,2021-01-08_19h16.19.043,exp_mumufe_builder,2020.2.2,Win32,60,,,,,,,,
,,,,,,,,1,1,1.62299,7,1.139465,0,3,3,3,1,practice/practice_2_dev.wav,1,I confirm,73,m,26,0,no musical training,2021-01-08_19h16.19.043,exp_mumufe_builder,2020.2.2,Win32,60,,,,,,,,
,,,,,,,,1,1,2.01069,7,1.47361,0,4,4,4,1,practice/practice_3_dev.wav,1,I confirm,73,m,26,0,no musical training,2021-01-08_19h16.19.043,exp_mumufe_builder,2020.2.2,Win32,60,,,,,,,,
,,,,,,,,1,1,1.847125,7,2.14162,,,,,,,,I confirm,73,m,26,0,no musical training,2021-01-08_19h16.19.043,exp_mumufe_builder,2020.2.2,Win32,60,space,3.049795,0,0,0,17,1,mels/atonal_5a_dev.wav
,,,,,,,,1,1,3.004895,3,4.08409,,,,,,,,I confirm,73,m,26,0,no musical training,2021-01-08_19h16.19.043,exp_mumufe_builder,2020.2.2,Win32,60,,,0,1,1,5,1,mels/atonal_2a_dev.wav
,,,,,,,,1,1,1.559935,6,2.50306,,,,,,,,I confirm,73,m,26,0,no musical training,2021-01-08_19h16.19.043,exp_mumufe_builder,2020.2.2,Win32,60,,,0,2,2,29,1,mels/tonal_2a_dev.wav
,,,,,,,,2,0,1.749505,6,2.09519,,,,,,,,I confirm,73,m,26,0,no musical training,2021-01-08_19h16.19.043,exp_mumufe_builder,2020.2.2,Win32,60,,,0,3,3,6,1,mels/atonal_2b_std.wav
,,,,,,,,1,1,1.42354,5,3.87943,,,,,,,,I confirm,73,m,26,0,no musical training,2021-01-08_19h16.19.043,exp_mumufe_builder,2020.2.2,Win32,60,,,0,4,4,7,1,mels/atonal_2b_dev.wav
,,,,,,,,2,0,1.466475,7,3.669685,,,,,,,,I confirm,73,m,26,0,no musical training,2021-01-08_19h16.19.043,exp_mumufe_builder,2020.2.2,Win32,60,,,0,5,5,39,1,mels/tonal_4b_dev.wav
,,,,,,,,1,1,4.14336,2,2.626965,,,,,,,,I confirm,73,m,26,0,no musical training,2021-01-08_19h16.19.043,exp_mumufe_builder,2020.2.2,Win32,60,,,0,6,6,36,1,mels/tonal_4a_std.wav
,,,,,,,,2,0,4.80527,2,1.84323,,,,,,,,I confirm,73,m,26,0,no musical training,2021-01-08_19h16.19.043,exp_mumufe_builder,2020.2.2,Win32,60,,,0,7,7,14,1,mels/atonal_4b_std.wav
,,,,,,,,2,0,3.314625,3,3.24991,,,,,,,,I confirm,73,m,26,0,no musical training,2021-01-08_19h16.19.043,exp_mumufe_builder,2020.2.2,Win32,60,,,0,8,8,0,1,mels/atonal_1a_std.wav
,,,,,,,,1,1,2.34798,6,1.74317,,,,,,,,I confirm,73,m,26,0,no musical training,2021-01-08_19h16.19.043,exp_mumufe_builder,2020.2.2,Win32,60,,,0,9,9,31,1,mels/tonal_2b_dev.wav
,,,,,,,,2,0,2.364385,2,4.39219,,,,,,,,I confirm,73,m,26,0,no musical training,2021-01-08_19h16.19.043,exp_mumufe_builder,2020.2.2,Win32,60,,,0,10,10,1,1,mels/atonal_1a_dev.wav
,,,,,,,,2,0,1.766605,6,1.53897,,,,,,,,I confirm,73,m,26,0,no musical training,2021-01-08_19h16.19.043,exp_mumufe_builder,2020.2.2,Win32,60,,,0,11,11,24,1,mels/tonal_1a_std.wav
,,,,,,,,2,0,1.641855,6,1.622525,,,,,,,,I confirm,73,m,26,0,no musical training,2021-01-08_19h16.19.043,exp_mumufe_builder,2020.2.2,Win32,60,,,0,12,12,34,1,mels/tonal_3b_std.wav
,,,,,,,,2,0,1.59335,6,1.254555,,,,,,,,I confirm,73,m,26,0,no musical training,2021-01-08_19h16.19.043,exp_mumufe_builder,2020.2.2,Win32,60,,,0,13,13,38,1,mels/tonal_4b_std.wav
,,,,,,,,1,1,1.815275,3,2.331085,,,,,,,,I confirm,73,m,26,0,no musical training,2021-01-08_19h16.19.043,exp_mumufe_builder,2020.2.2,Win32,60,,,0,14,14,47,1,mels/tonal_6b_dev.wav
