key_resp_8.keys,key_resp_8.rt,key_resp_7.keys,key_resp_7.rt,key_resp.keys,key_resp.rt,key_resp_5.keys,key_resp_5.rt,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,test_trials.ran,practice_mels,right_response,participant*,sex (m/f)*,age*,years of musical training*,I started musical training at the age of?*,date,expName,psychopyVersion,OS,frameRate,key_resp_6.keys,key_resp_6.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,mels
1,25.152,1,7.084,space,23.465,space,2.968,2,1,2.338,7,4.525,0,0,0,0,1,practice/practice_1_std.wav,2,35,f,36,0,0,2020-11-17_17h32.13.370,exp_mumufe_builder,2020.2.3,Win32,60,,,,,,,,
,,,,,,,,1,1,2.152,7,1.903,0,1,1,1,1,practice/practice_1_dev.wav,1,35,f,36,0,0,2020-11-17_17h32.13.370,exp_mumufe_builder,2020.2.3,Win32,60,,,,,,,,
,,,,,,,,2,1,2.1,6,2.266,0,2,2,2,1,practice/practice_2_std.wav,2,35,f,36,0,0,2020-11-17_17h32.13.370,exp_mumufe_builder,2020.2.3,Win32,60,,,,,,,,
,,,,,,,,1,1,1.367,7,1.566,0,3,3,3,1,practice/practice_2_dev.wav,1,35,f,36,0,0,2020-11-17_17h32.13.370,exp_mumufe_builder,2020.2.3,Win32,60,,,,,,,,
,,,,,,,,1,1,3.035,5,2.849,0,4,4,4,1,practice/practice_3_dev.wav,1,35,f,36,0,0,2020-11-17_17h32.13.370,exp_mumufe_builder,2020.2.3,Win32,60,,,,,,,,
,,,,,,,,1,1,1.532,5,2.266,,,,,,,,35,f,36,0,0,2020-11-17_17h32.13.370,exp_mumufe_builder,2020.2.3,Win32,60,space,4.592,0,0,0,44,1,mels/tonal_6a_std.wav
,,,,,,,,2,0,1.55,5,4.015,,,,,,,,35,f,36,0,0,2020-11-17_17h32.13.370,exp_mumufe_builder,2020.2.3,Win32,60,,,0,1,1,30,1,mels/tonal_2b_std.wav
,,,,,,,,2,0,1.966,6,2.019,,,,,,,,35,f,36,0,0,2020-11-17_17h32.13.370,exp_mumufe_builder,2020.2.3,Win32,60,,,0,2,2,45,1,mels/tonal_6a_dev.wav
,,,,,,,,1,1,4.448,3,3.599,,,,,,,,35,f,36,0,0,2020-11-17_17h32.13.370,exp_mumufe_builder,2020.2.3,Win32,60,,,0,3,3,5,1,mels/atonal_2a_dev.wav
,,,,,,,,2,0,5.749,4,2.086,,,,,,,,35,f,36,0,0,2020-11-17_17h32.13.370,exp_mumufe_builder,2020.2.3,Win32,60,,,0,4,4,13,1,mels/atonal_4a_dev.wav
,,,,,,,,2,0,2.782,5,2.417,,,,,,,,35,f,36,0,0,2020-11-17_17h32.13.370,exp_mumufe_builder,2020.2.3,Win32,60,,,0,5,5,25,1,mels/tonal_1a_dev.wav
,,,,,,,,1,1,2.151,5,2.099,,,,,,,,35,f,36,0,0,2020-11-17_17h32.13.370,exp_mumufe_builder,2020.2.3,Win32,60,,,0,6,6,12,1,mels/atonal_4a_std.wav
,,,,,,,,2,0,1.667,6,2.799,,,,,,,,35,f,36,0,0,2020-11-17_17h32.13.370,exp_mumufe_builder,2020.2.3,Win32,60,,,0,7,7,37,1,mels/tonal_4a_dev.wav
,,,,,,,,1,1,6.014,4,2.133,,,,,,,,35,f,36,0,0,2020-11-17_17h32.13.370,exp_mumufe_builder,2020.2.3,Win32,60,,,0,8,8,23,1,mels/atonal_6b_dev.wav
,,,,,,,,2,0,3.333,3,1.916,,,,,,,,35,f,36,0,0,2020-11-17_17h32.13.370,exp_mumufe_builder,2020.2.3,Win32,60,,,0,9,9,0,1,mels/atonal_1a_std.wav
,,,,,,,,2,0,5.647,4,1.585,,,,,,,,35,f,36,0,0,2020-11-17_17h32.13.370,exp_mumufe_builder,2020.2.3,Win32,60,,,0,10,10,7,1,mels/atonal_2b_dev.wav
,,,,,,,,2,0,12.176,3,1.782,,,,,,,,35,f,36,0,0,2020-11-17_17h32.13.370,exp_mumufe_builder,2020.2.3,Win32,60,,,0,11,11,10,1,mels/atonal_3b_std.wav
,,,,,,,,2,0,1.402,6,3.536,,,,,,,,35,f,36,0,0,2020-11-17_17h32.13.370,exp_mumufe_builder,2020.2.3,Win32,60,,,0,12,12,34,1,mels/tonal_3b_std.wav
,,,,,,,,1,1,2.482,4,1.4,,,,,,,,35,f,36,0,0,2020-11-17_17h32.13.370,exp_mumufe_builder,2020.2.3,Win32,60,,,0,13,13,17,1,mels/atonal_5a_dev.wav
,,,,,,,,2,0,9.662,2,2.018,,,,,,,,35,f,36,0,0,2020-11-17_17h32.13.370,exp_mumufe_builder,2020.2.3,Win32,60,,,0,14,14,15,1,mels/atonal_4b_dev.wav
,,,,,,,,2,0,2.865,6,1.484,,,,,,,,35,f,36,0,0,2020-11-17_17h32.13.370,exp_mumufe_builder,2020.2.3,Win32,60,,,0,15,15,24,1,mels/tonal_1a_std.wav
,,,,,,,,2,0,1.701,5,1.203,,,,,,,,35,f,36,0,0,2020-11-17_17h32.13.370,exp_mumufe_builder,2020.2.3,Win32,60,,,0,16,16,47,1,mels/tonal_6b_dev.wav
,,,,,,,,1,1,4.116,3,1.019,,,,,,,,35,f,36,0,0,2020-11-17_17h32.13.370,exp_mumufe_builder,2020.2.3,Win32,60,,,0,17,17,4,1,mels/atonal_2a_std.wav
,,,,,,,,2,0,2.299,5,1.319,,,,,,,,35,f,36,0,0,2020-11-17_17h32.13.370,exp_mumufe_builder,2020.2.3,Win32,60,,,0,18,18,36,1,mels/tonal_4a_std.wav
,,,,,,,,1,1,2.164,3,1.268,,,,,,,,35,f,36,0,0,2020-11-17_17h32.13.370,exp_mumufe_builder,2020.2.3,Win32,60,,,0,19,19,16,1,mels/atonal_5a_std.wav
