key_resp_8.keys,key_resp_8.rt,key_resp_7.keys,key_resp_7.rt,key_resp.keys,key_resp.rt,key_resp_5.keys,key_resp_5.rt,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,test_trials.ran,practice_mels,right_response,participant*,sex (m/f)*,age*,years of musical training*,I started musical training at the age of?*,date,expName,psychopyVersion,OS,frameRate,key_resp_6.keys,key_resp_6.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,mels
1,8.572,1,5.612,space,38.358,space,2.815,2,1,4.063,6,14.482,0,0,0,0,1,practice/practice_1_std.wav,2,08,m,26,0,/,2020-09-12_14h47.16.962,exp_mumufe_builder,2020.2.3,MacIntel,60,,,,,,,,
,,,,,,,,1,1,3.685,6,2.766,0,1,1,1,1,practice/practice_1_dev.wav,1,08,m,26,0,/,2020-09-12_14h47.16.962,exp_mumufe_builder,2020.2.3,MacIntel,60,,,,,,,,
,,,,,,,,2,1,1.603,5,3.433,0,2,2,2,1,practice/practice_2_std.wav,2,08,m,26,0,/,2020-09-12_14h47.16.962,exp_mumufe_builder,2020.2.3,MacIntel,60,,,,,,,,
,,,,,,,,1,1,1.671,6,3.929,0,3,3,3,1,practice/practice_2_dev.wav,1,08,m,26,0,/,2020-09-12_14h47.16.962,exp_mumufe_builder,2020.2.3,MacIntel,60,,,,,,,,
,,,,,,,,2,0,3.45,4,8.921,0,4,4,4,1,practice/practice_3_dev.wav,1,08,m,26,0,/,2020-09-12_14h47.16.962,exp_mumufe_builder,2020.2.3,MacIntel,60,,,,,,,,
,,,,,,,,2,0,6.03,4,10.51,,,,,,,,08,m,26,0,/,2020-09-12_14h47.16.962,exp_mumufe_builder,2020.2.3,MacIntel,60,space,4.359,0,0,0,22,1,mels/atonal_6b_std.wav
,,,,,,,,2,0,19.461,2,2.221,,,,,,,,08,m,26,0,/,2020-09-12_14h47.16.962,exp_mumufe_builder,2020.2.3,MacIntel,60,,,0,1,1,5,1,mels/atonal_2a_dev.wav
,,,,,,,,1,1,7.258,2,1.087,,,,,,,,08,m,26,0,/,2020-09-12_14h47.16.962,exp_mumufe_builder,2020.2.3,MacIntel,60,,,0,2,2,33,1,mels/tonal_3a_dev.wav
,,,,,,,,2,0,2.156,3,2.047,,,,,,,,08,m,26,0,/,2020-09-12_14h47.16.962,exp_mumufe_builder,2020.2.3,MacIntel,60,,,0,3,3,4,1,mels/atonal_2a_std.wav
,,,,,,,,1,1,1.364,2,2.422,,,,,,,,08,m,26,0,/,2020-09-12_14h47.16.962,exp_mumufe_builder,2020.2.3,MacIntel,60,,,0,4,4,8,1,mels/atonal_3a_std.wav
,,,,,,,,2,0,1.73,5,3.649,,,,,,,,08,m,26,0,/,2020-09-12_14h47.16.962,exp_mumufe_builder,2020.2.3,MacIntel,60,,,0,5,5,30,1,mels/tonal_2b_std.wav
,,,,,,,,2,0,3.619,3,2.075,,,,,,,,08,m,26,0,/,2020-09-12_14h47.16.962,exp_mumufe_builder,2020.2.3,MacIntel,60,,,0,6,6,6,1,mels/atonal_2b_std.wav
,,,,,,,,1,1,14.408,2,1.22,,,,,,,,08,m,26,0,/,2020-09-12_14h47.16.962,exp_mumufe_builder,2020.2.3,MacIntel,60,,,0,7,7,37,1,mels/tonal_4a_dev.wav
,,,,,,,,2,0,1.236,4,3.922,,,,,,,,08,m,26,0,/,2020-09-12_14h47.16.962,exp_mumufe_builder,2020.2.3,MacIntel,60,,,0,8,8,26,1,mels/tonal_1b_std.wav
,,,,,,,,2,0,6.865,3,1.623,,,,,,,,08,m,26,0,/,2020-09-12_14h47.16.962,exp_mumufe_builder,2020.2.3,MacIntel,60,,,0,9,9,2,1,mels/atonal_1b_std.wav
,,,,,,,,2,0,1.42,3,1.712,,,,,,,,08,m,26,0,/,2020-09-12_14h47.16.962,exp_mumufe_builder,2020.2.3,MacIntel,60,,,0,10,10,15,1,mels/atonal_4b_dev.wav
,,,,,,,,1,1,5.746,4,2.157,,,,,,,,08,m,26,0,/,2020-09-12_14h47.16.962,exp_mumufe_builder,2020.2.3,MacIntel,60,,,0,11,11,14,1,mels/atonal_4b_std.wav
,,,,,,,,2,0,5.255,1,2.282,,,,,,,,08,m,26,0,/,2020-09-12_14h47.16.962,exp_mumufe_builder,2020.2.3,MacIntel,60,,,0,12,12,43,1,mels/tonal_5b_dev.wav
,,,,,,,,1,1,1.382,2,0.869,,,,,,,,08,m,26,0,/,2020-09-12_14h47.16.962,exp_mumufe_builder,2020.2.3,MacIntel,60,,,0,13,13,27,1,mels/tonal_1b_dev.wav
,,,,,,,,1,1,4.586,2,1.155,,,,,,,,08,m,26,0,/,2020-09-12_14h47.16.962,exp_mumufe_builder,2020.2.3,MacIntel,60,,,0,14,14,13,1,mels/atonal_4a_dev.wav
,,,,,,,,2,0,4.571,3,1.452,,,,,,,,08,m,26,0,/,2020-09-12_14h47.16.962,exp_mumufe_builder,2020.2.3,MacIntel,60,,,0,15,15,16,1,mels/atonal_5a_std.wav
,,,,,,,,2,0,2.724,4,1.57,,,,,,,,08,m,26,0,/,2020-09-12_14h47.16.962,exp_mumufe_builder,2020.2.3,MacIntel,60,,,0,16,16,32,1,mels/tonal_3a_std.wav
,,,,,,,,1,1,3.008,5,1.379,,,,,,,,08,m,26,0,/,2020-09-12_14h47.16.962,exp_mumufe_builder,2020.2.3,MacIntel,60,,,0,17,17,17,1,mels/atonal_5a_dev.wav
,,,,,,,,2,0,4.018,2,0.818,,,,,,,,08,m,26,0,/,2020-09-12_14h47.16.962,exp_mumufe_builder,2020.2.3,MacIntel,60,,,0,18,18,28,1,mels/tonal_2a_std.wav
,,,,,,,,1,1,0.948,5,5.331,,,,,,,,08,m,26,0,/,2020-09-12_14h47.16.962,exp_mumufe_builder,2020.2.3,MacIntel,60,,,0,19,19,11,1,mels/atonal_3b_dev.wav
,,,,,,,,2,0,1.737,3,1.755,,,,,,,,08,m,26,0,/,2020-09-12_14h47.16.962,exp_mumufe_builder,2020.2.3,MacIntel,60,,,0,20,20,31,1,mels/tonal_2b_dev.wav
,,,,,,,,2,0,1.695,2,1.22,,,,,,,,08,m,26,0,/,2020-09-12_14h47.16.962,exp_mumufe_builder,2020.2.3,MacIntel,60,,,0,21,21,18,1,mels/atonal_5b_std.wav
,,,,,,,,2,0,1.711,1,7.324,,,,,,,,08,m,26,0,/,2020-09-12_14h47.16.962,exp_mumufe_builder,2020.2.3,MacIntel,60,,,0,22,22,25,1,mels/tonal_1a_dev.wav
,,,,,,,,1,1,2.415,3,1.053,,,,,,,,08,m,26,0,/,2020-09-12_14h47.16.962,exp_mumufe_builder,2020.2.3,MacIntel,60,,,0,23,23,41,1,mels/tonal_5a_dev.wav
,,,,,,,,1,1,4.703,3,0.585,,,,,,,,08,m,26,0,/,2020-09-12_14h47.16.962,exp_mumufe_builder,2020.2.3,MacIntel,60,,,0,24,24,34,1,mels/tonal_3b_std.wav
,,,,,,,,1,1,1.539,3,1.894,,,,,,,,08,m,26,0,/,2020-09-12_14h47.16.962,exp_mumufe_builder,2020.2.3,MacIntel,60,,,0,25,25,42,1,mels/tonal_5b_std.wav
,,,,,,,,1,1,1.304,3,3.671,,,,,,,,08,m,26,0,/,2020-09-12_14h47.16.962,exp_mumufe_builder,2020.2.3,MacIntel,60,,,0,26,26,12,1,mels/atonal_4a_std.wav
,,,,,,,,1,1,0.652,6,2.382,,,,,,,,08,m,26,0,/,2020-09-12_14h47.16.962,exp_mumufe_builder,2020.2.3,MacIntel,60,,,0,27,27,29,1,mels/tonal_2a_dev.wav
,,,,,,,,1,1,1.003,6,1.981,,,,,,,,08,m,26,0,/,2020-09-12_14h47.16.962,exp_mumufe_builder,2020.2.3,MacIntel,60,,,0,28,28,24,1,mels/tonal_1a_std.wav
